seed,fold,model,n_params,lr,ttf_weight,best_epoch,best_val_loss,best_select_score,early_stop_metric,ae_key,label_threshold,ttf_scale,train_seconds,pr_auc,roc_auc,baseline_pr_auc,pr_auc_headroom,far_fixed,recall_fixed,precision_fixed,f1_fixed,threshold_used,far_overshoot,far_drift_vs_selection,far_selection_target,far_05,recall_05,recall_at_far_oracle,rmse,mae,r2,bias,cyc_bias_std_across_cycles,cyc_bias_range,cyc_pooled_rmse,threshold_std,n_positive,n_negative,pr_auc_ci_lo,pr_auc_ci_hi,recall_at_far2p5,recall_at_far5,recall_at_far7p5,recall_at_far10,recall_at_far12p5,recall_at_far15,recall_at_far17p5,recall_at_far20
44,0,Ours w/o Attention,374210,0.001,4.0,12,0.05638913227012381,1.7768855502187175,composite,X_ae,3.0,16.063796997070312,92.1,0.7286013810583261,0.8918818688176183,0.2756563245823389,0.6253178868647071,16.474464579901152,82.25108225108225,65.51724137931035,72.93666026871401,0.5344202518463135,1.4744645799011522,7.474464579901152,9.0,24.546952224052717,89.6103896103896,73.16017316017316,2.6791501410070064,2.260810375213623,0.4823756217956543,-0.3347862660884857,2.45908361865895,4.435174942016602,2.6791500448485492,0.007390074816100726,231,607,0.6759713922332187,0.7806169402455139,26.83982683982684,32.03463203463203,40.25974025974026,50.649350649350644,58.87445887445888,73.16017316017316,83.54978354978356,85.71428571428571
44,0,Cross-Timescale Attn,432066,0.001,4.0,12,0.06088548846775666,1.7618742302724746,composite,X_ae,3.0,16.063796997070312,96.0,0.7239124459227918,0.8919531868461028,0.2756563245823389,0.6188445299560124,16.30971993410214,80.95238095238095,65.38461538461539,72.3404255319149,0.5436756014823914,1.3097199341021408,7.309719934102141,9.0,28.00658978583196,90.47619047619048,74.89177489177489,2.649511698953112,2.2390153408050537,0.49376481771469116,-0.31821152567863464,2.3680797263571156,4.242620348930359,2.649511609289399,0.00576992893025587,231,607,0.6691048463700481,0.7767124887643219,23.376623376623375,31.16883116883117,43.290043290043286,48.484848484848484,58.87445887445888,74.89177489177489,84.4155844155844,86.58008658008657
55,0,Single AE,361570,0.001,1.0,13,0.06656145211309195,1.371697406779019,composite,X_ae,3.0,16.063796997070312,90.7,0.6019460372639756,0.8126546709742755,0.2756563245823389,0.4504625687433468,11.86161449752883,48.484848484848484,60.869565217391305,53.975903614457835,0.5498055815696716,-3.13838550247117,2.86161449752883,9.0,18.780889621087315,64.06926406926407,57.14285714285714,2.927327825758996,2.39162278175354,0.3820357322692871,0.1085130050778389,2.2634637945323455,4.170919179916382,2.927327904191891,0.0020402374978993718,231,607,0.537492715358477,0.6772695735752742,16.017316017316016,25.108225108225106,33.76623376623377,41.99134199134199,50.21645021645021,57.14285714285714,61.471861471861466,67.53246753246754
55,0,Ours w/o Attention,374210,0.001,4.0,2,0.05865469103679061,1.7534326628044588,composite,X_ae,3.0,16.063796997070312,43.3,0.7371033642635623,0.8951054437051142,0.2756563245823389,0.637055385919053,16.803953871499175,79.22077922077922,64.21052631578948,70.93023255813955,0.44221004843711853,1.803953871499175,7.803953871499175,9.0,11.696869851729819,58.44155844155844,74.45887445887446,2.6464533842742664,2.291476249694824,0.4949328303337097,-0.08588404208421707,2.477741417700121,4.579624891281128,2.6464534341569497,0.006150346055748933,231,607,0.6837229865377835,0.787479587011176,29.43722943722944,34.63203463203463,42.42424242424242,50.21645021645021,62.33766233766234,74.45887445887446,83.11688311688312,85.71428571428571
55,0,Cross-Timescale Attn,432066,0.001,4.0,8,0.05055668945424259,1.7821153897113096,composite,X_ae,3.0,16.063796997070312,82.7,0.7352703070220441,0.8948059079854797,0.2756563245823389,0.6345247401721136,15.815485996705107,80.95238095238095,66.07773851590106,72.76264591439688,0.5275205969810486,0.8154859967051067,6.815485996705107,9.0,20.59308072487644,87.87878787878788,74.89177489177489,2.6108922145164772,2.2636709213256836,0.5084151029586792,-0.16027526557445526,2.4908293360132245,4.555466175079346,2.6108921345324623,0.006929885371246636,231,607,0.6814543508668526,0.7843238123506163,29.43722943722944,32.467532467532465,39.39393939393939,51.082251082251084,60.17316017316018,74.89177489177489,85.28138528138528,87.01298701298701
66,0,Single AE,361570,0.001,1.0,12,0.06604633365757763,1.378759545061878,composite,X_ae,3.0,16.063796997070312,90.8,0.5863502803379981,0.801300840839556,0.2756563245823389,0.42893168850616537,13.179571663920923,49.35064935064935,58.76288659793814,53.647058823529406,0.5313510298728943,-1.8204283360790772,4.179571663920923,9.0,20.922570016474463,64.06926406926407,54.54545454545454,2.964098528862722,2.3622095584869385,0.36641353368759155,-0.026766246184706688,2.2284686359417516,4.0702255964279175,2.9640985341418977,0.010300893257642982,231,607,0.5167153923597834,0.6567959489310186,16.883116883116884,24.675324675324674,33.33333333333333,41.125541125541126,46.320346320346324,54.54545454545454,60.17316017316018,62.33766233766234
66,0,Ours w/o Attention,374210,0.001,4.0,6,0.05252379638375714,1.7774942431670202,composite,X_ae,3.0,16.063796997070312,68.2,0.7411468822134252,0.8953479250019611,0.2756563245823389,0.6426377055928341,15.980230642504118,81.81818181818181,66.08391608391608,73.11411992263056,0.459627240896225,0.9802306425041181,6.980230642504118,9.0,13.838550247116968,69.6969696969697,77.05627705627705,2.6367359302102327,2.3091776371002197,0.49863511323928833,-0.03075995296239853,2.4996552508378964,4.606882810592651,2.6367358557578613,0.012695202841568705,231,607,0.6855221797180313,0.7897052158111384,29.004329004329005,33.33333333333333,38.52813852813853,51.082251082251084,57.57575757575758,77.05627705627705,84.84848484848484,88.31168831168831
66,0,Cross-Timescale Attn,432066,0.001,4.0,9,0.06158256115624681,1.7722153032486188,composite,X_ae,3.0,16.063796997070312,90.5,0.7378930717169472,0.8952124207478409,0.2756563245823389,0.6381456245449781,16.803953871499175,81.81818181818181,64.94845360824742,72.41379310344828,0.5393420457839966,1.803953871499175,7.803953871499175,9.0,27.841845140032948,90.47619047619048,74.89177489177489,2.627651691794617,2.3336117267608643,0.5020838379859924,0.09494888782501221,2.4641392872020855,4.45941686630249,2.627651772134682,0.006234020085857887,231,607,0.6822910549032785,0.7880890333702594,28.13852813852814,37.22943722943723,45.887445887445885,50.21645021645021,59.307359307359306,74.89177489177489,83.11688311688312,86.14718614718615
77,0,Single AE,361570,0.001,1.0,15,0.06546693033538759,1.4315277157509096,composite,X_ae,3.0,16.063796997070312,91.1,0.5897814235102502,0.8127723457212748,0.2756563245823389,0.43366858797625973,14.497528830313016,50.21645021645022,56.86274509803921,53.333333333333336,0.5866957306861877,-0.5024711696869844,5.497528830313016,9.0,34.43163097199341,87.01298701298701,53.246753246753244,2.9802543593026716,2.356267213821411,0.35948795080184937,-0.42807742953300476,2.383690367550415,4.398601293563843,2.980254355006761,0.007530154002850657,231,607,0.5241474842265867,0.6575081265208657,14.71861471861472,27.705627705627705,32.467532467532465,39.39393939393939,44.58874458874459,53.246753246753244,60.17316017316018,64.93506493506493
77,0,Ours w/o Attention,374210,0.001,4.0,9,0.0544543357565999,1.774874741881287,composite,X_ae,3.0,16.063796997070312,86.3,0.736435918847218,0.8930514844847629,0.2756563245823389,0.6361339373870983,16.639209225700164,80.51948051948052,64.80836236933798,71.81467181467183,0.5153414011001587,1.6392092257001636,7.639209225700164,9.0,20.263591433278417,86.14718614718615,77.05627705627705,2.6349901198431738,2.2271454334259033,0.4992988109588623,-0.27756640315055847,2.3977444349387382,4.317270636558533,2.6349902058440464,0.005820430420850913,231,607,0.6817291412605536,0.7891778978797868,31.601731601731604,33.33333333333333,36.79653679653679,51.082251082251084,61.904761904761905,77.05627705627705,83.11688311688312,86.14718614718615
77,0,Cross-Timescale Attn,432066,0.001,4.0,4,0.055742289220215756,1.7561117991573922,composite,X_ae,3.0,16.063796997070312,57.1,0.7354349898339658,0.8940285414749994,0.2756563245823389,0.6347520946966447,15.980230642504118,80.95238095238095,65.84507042253522,72.62135922330097,0.5204298496246338,0.9802306425041181,6.980230642504118,9.0,17.957166392092258,85.28138528138528,77.05627705627705,2.5925198131013856,2.283113718032837,0.51530921459198,0.07293187826871872,2.411372972057613,4.440480470657349,2.5925197772156583,0.007468013204211805,231,607,0.6821498889697369,0.7889065501265297,28.57142857142857,33.76623376623377,38.52813852813853,51.082251082251084,60.17316017316018,77.05627705627705,84.4155844155844,87.44588744588745
88,0,Single AE,361570,0.001,1.0,11,0.06977237959392368,1.3739443588905544,composite,X_ae,3.0,16.063796997070312,90.8,0.5658070797550372,0.8035723200467847,0.2756563245823389,0.40057056480184705,13.673805601317957,51.515151515151516,58.91089108910891,54.96535796766743,0.5642804503440857,-1.326194398682043,4.673805601317957,9.0,43.163097199341024,90.47619047619048,52.81385281385281,3.085759334008314,2.30147647857666,0.3133352994918823,-0.7782726287841797,2.2369577407379504,4.134316325187683,3.0857592813617374,0.0030202542373034694,231,607,0.5027577367894412,0.637170982900596,10.38961038961039,20.77922077922078,30.735930735930733,41.125541125541126,48.05194805194805,52.81385281385281,59.74025974025974,65.36796536796537
88,0,Ours w/o Attention,374210,0.001,4.0,4,0.05307433898095042,1.7788808853208915,composite,X_ae,3.0,16.063796997070312,54.8,0.7285982356116308,0.890569617093505,0.2756563245823389,0.6253135443864031,15.815485996705107,77.4891774891775,65.0909090909091,70.7509881422925,0.5364519953727722,0.8154859967051067,6.815485996705107,9.0,19.934102141680395,83.98268398268398,74.02597402597402,2.5975930113014356,2.243197202682495,0.5134103894233704,-0.15070196986198425,2.424132469518366,4.460765838623047,2.5975929839194474,0.010343550541541954,231,607,0.6736278524249864,0.7817456537534214,26.406926406926406,32.467532467532465,38.961038961038966,50.649350649350644,60.17316017316018,74.02597402597402,82.68398268398268,84.4155844155844
88,0,Cross-Timescale Attn,432066,0.001,4.0,10,0.05195006732828915,1.778154110185331,composite,X_ae,3.0,16.063796997070312,95.5,0.735767372443063,0.8929017166249457,0.2756563245823389,0.6352109688752665,15.650741350906095,80.95238095238095,66.31205673758865,72.90448343079922,0.5322404503822327,0.6507413509060953,6.650741350906095,9.0,21.4168039538715,86.58008658008659,79.22077922077922,2.632648044056963,2.2269444465637207,0.5001884698867798,-0.35880354046821594,2.438818661381366,4.471841096878052,2.6326480903647576,0.00843985038334846,231,607,0.6799259054195287,0.7878123959531742,29.004329004329005,33.76623376623377,38.961038961038966,51.515151515151516,57.14285714285714,79.22077922077922,83.54978354978356,85.28138528138528
99,0,Single AE,361570,0.001,1.0,12,0.06755742186680436,1.406566075847258,composite,X_ae,3.0,16.063796997070312,90.7,0.594083738754938,0.8139027364727529,0.2756563245823389,0.4396081928774927,13.344316309719934,51.515151515151516,59.5,55.22041763341067,0.5378744602203369,-1.6556836902800658,4.344316309719934,9.0,29.9835255354201,78.35497835497836,58.00865800865801,2.9910867523907005,2.351785182952881,0.35482335090637207,-0.24207395315170288,2.286777959061331,4.242867708206177,2.9910866216972543,0.003339340538759887,231,607,0.5315688753012403,0.659215338906236,15.151515151515152,25.97402597402597,35.064935064935064,41.55844155844156,50.21645021645021,58.00865800865801,62.77056277056276,64.93506493506493
99,0,Ours w/o Attention,374210,0.001,4.0,4,0.054300964972935614,1.781475751372397,composite,X_ae,3.0,16.063796997070312,56.1,0.7300397584636262,0.891197215744168,0.2756563245823389,0.6273036533649403,16.639209225700164,80.95238095238095,64.93055555555556,72.06165703275529,0.5381677746772766,1.6392092257001636,7.639209225700164,9.0,22.57001647446458,87.44588744588745,73.16017316017316,2.640330913351721,2.230855703353882,0.4972670078277588,-0.37465205788612366,2.4508424486429705,4.501553058624268,2.640331046483108,0.007568453506892232,231,607,0.6743171066115353,0.7813828669506451,26.406926406926406,32.900432900432904,39.82683982683983,50.21645021645021,63.63636363636363,73.16017316017316,82.25108225108225,83.54978354978356
99,0,Cross-Timescale Attn,432066,0.001,4.0,9,0.0553155708941631,1.7818665770477211,composite,X_ae,3.0,16.063796997070312,88.5,0.7312190960289948,0.8931085389075505,0.2756563245823389,0.6289317997896172,15.980230642504118,80.08658008658008,65.60283687943263,72.12475633528265,0.5334076285362244,0.9802306425041181,6.980230642504118,9.0,22.899505766062603,89.17748917748918,77.48917748917748,2.606503214073285,2.238736867904663,0.5100665092468262,-0.14681237936019897,2.4047765064939655,4.352788329124451,2.6065032467101923,0.005877478015660137,231,607,0.6752116933938436,0.7837017431252252,25.97402597402597,32.900432900432904,38.961038961038966,50.21645021645021,59.307359307359306,77.48917748917748,84.4155844155844,85.71428571428571
101,0,Single AE,361570,0.001,1.0,10,0.06482381477020681,1.3928089402376882,composite,X_ae,3.0,16.063796997070312,90.9,0.5945901774030944,0.808725047604784,0.2756563245823389,0.4403073618843379,13.838550247116968,50.21645021645022,58.0,53.82830626450116,0.5804838538169861,-1.1614497528830316,4.838550247116968,9.0,26.194398682042834,76.19047619047619,53.246753246753244,2.9168584669718234,2.3068172931671143,0.38644808530807495,-0.2446153163909912,2.2647004752035134,4.168638706207275,2.916858371578148,0.008050284569695294,231,607,0.5298757776189453,0.6630524204093049,14.285714285714285,26.406926406926406,36.79653679653679,41.55844155844156,48.917748917748916,53.246753246753244,61.038961038961034,64.06926406926407
101,0,Ours w/o Attention,374210,0.001,4.0,4,0.05632937727496028,1.756402583447291,composite,X_ae,3.0,16.063796997070312,55.1,0.7254627936884476,0.8919603186489513,0.2756563245823389,0.6209848782716954,15.650741350906095,79.65367965367966,65.94982078853046,72.15686274509804,0.5113874077796936,0.6507413509060953,6.650741350906095,9.0,16.639209225700164,81.81818181818181,74.89177489177489,2.628785174502257,2.201529026031494,0.5016541481018066,-0.33786240220069885,2.3809591439739255,4.317906022071838,2.6287851666015882,0.009043494962300258,231,607,0.6688124087959132,0.7816795818144429,26.406926406926406,31.16883116883117,37.66233766233766,50.649350649350644,57.57575757575758,74.89177489177489,83.54978354978356,87.01298701298701
101,0,Cross-Timescale Attn,432066,0.001,4.0,5,0.05841038920916617,1.7631914104942923,composite,X_ae,3.0,16.063796997070312,63.5,0.7266125983128464,0.8916179921122261,0.2756563245823389,0.6225722526954948,16.30971993410214,81.81818181818181,65.625,72.83236994219652,0.557333767414093,1.3097199341021408,7.309719934102141,9.0,27.512355848434925,90.04329004329004,74.45887445887446,2.6488664217859474,2.1708807945251465,0.49401140213012695,-0.5291255712509155,2.4028589683070254,4.4225194454193115,2.648866419208159,0.005191759126209569,231,607,0.6688738954832703,0.7830969190956298,25.97402597402597,32.900432900432904,39.82683982683983,50.21645021645021,60.17316017316018,74.45887445887446,82.68398268398268,85.71428571428571
202,0,Single AE,361570,0.001,1.0,12,0.06569016554392874,1.3844342300084074,composite,X_ae,3.0,16.063796997070312,90.9,0.6033557136368904,0.817047861528916,0.2756563245823389,0.4524087117425275,12.8500823723229,51.515151515151516,60.40609137055838,55.60747663551402,0.5446749925613403,-2.1499176276771,3.8500823723229,9.0,34.43163097199341,86.14718614718615,54.112554112554115,2.989737919832551,2.273792028427124,0.3554050922393799,-0.6551703214645386,2.208534072225901,4.0728126764297485,2.9897378753443773,0.0030433916891306236,231,607,0.5455967899461192,0.6725166163212987,17.74891774891775,25.97402597402597,33.76623376623377,46.320346320346324,50.649350649350644,54.112554112554115,60.60606060606061,64.93506493506493
202,0,Ours w/o Attention,374210,0.001,4.0,8,0.057133354945108294,1.7598694414125977,composite,X_ae,3.0,16.063796997070312,80.0,0.7381266210562649,0.894827303394025,0.2756563245823389,0.6384680534516475,15.485996705107084,79.65367965367966,66.18705035971223,72.29862475442043,0.5395511388778687,0.4859967051070839,6.485996705107084,9.0,22.57001647446458,89.6103896103896,77.05627705627705,2.628517246798569,2.1960349082946777,0.5017557740211487,-0.3152507245540619,2.354262253087194,4.234912395477295,2.6285171665390767,0.009247187618190983,231,607,0.6823227075421782,0.7871533751185019,30.303030303030305,33.33333333333333,38.52813852813853,50.649350649350644,60.17316017316018,77.05627705627705,84.4155844155844,87.01298701298701
202,0,Cross-Timescale Attn,432066,0.001,4.0,8,0.05578937081620097,1.7676245891832572,composite,X_ae,3.0,16.063796997070312,83.8,0.7383359673839042,0.8946953650413288,0.2756563245823389,0.638757068645324,15.650741350906095,82.25108225108225,66.66666666666667,73.64341085271319,0.532617449760437,0.6507413509060953,6.650741350906095,9.0,22.57001647446458,90.04329004329004,78.35497835497836,2.6010008426182374,2.1869685649871826,0.5121327638626099,-0.3129432201385498,2.376476562066441,4.349974751472473,2.601000984544556,0.005816969260817615,231,607,0.6817250889647333,0.7877070144639171,29.87012987012987,32.03463203463203,38.961038961038966,51.082251082251084,57.14285714285714,78.35497835497836,83.54978354978356,88.31168831168831
303,0,Single AE,361570,0.001,1.0,14,0.06342677376233041,1.4414593036862213,composite,X_ae,3.0,16.063796997070312,91.4,0.5901516855630158,0.8156143691563792,0.2756563245823389,0.43417975700462474,13.509060955518946,54.112554112554115,60.38647342995169,57.077625570776256,0.536989152431488,-1.4909390444810544,4.509060955518946,9.0,23.72322899505766,68.3982683982684,56.709956709956714,2.910243418367335,2.321143627166748,0.38922780752182007,-0.2407953441143036,2.2949984112720596,4.235221862792969,2.9102434151412138,0.004791759526110095,231,607,0.5231211657690665,0.6588540757505108,14.285714285714285,25.97402597402597,34.63203463203463,41.55844155844156,51.082251082251084,56.709956709956714,63.20346320346321,67.09956709956711
303,0,Ours w/o Attention,374210,0.001,4.0,5,0.05412556102965027,1.7781155566875388,composite,X_ae,3.0,16.063796997070312,61.3,0.7221468921898775,0.8920886911002232,0.2756563245823389,0.6164070768618078,16.14497528830313,78.35497835497836,64.87455197132617,70.98039215686275,0.525551438331604,1.1449752883031294,7.1449752883031294,9.0,19.934102141680395,84.84848484848484,74.02597402597402,2.6537137657706924,2.2807490825653076,0.49215781688690186,-0.1518956571817398,2.453759674751448,4.376322984695435,2.65371373778845,0.0076118955956951204,231,607,0.6672242571685048,0.7753203025705033,23.809523809523807,32.467532467532465,42.857142857142854,49.35064935064935,64.06926406926407,74.02597402597402,81.38528138528139,84.84848484848484
303,0,Cross-Timescale Attn,432066,0.001,4.0,5,0.057143523740815,1.7672220219364678,composite,X_ae,3.0,16.063796997070312,63.7,0.74995735743387,0.897266379968192,0.2756563245823389,0.6548010964243544,16.803953871499175,81.81818181818181,64.94845360824742,72.41379310344828,0.5595242381095886,1.803953871499175,7.803953871499175,9.0,26.194398682042834,90.9090909090909,79.22077922077922,2.648663176427283,2.290358543395996,0.4940890669822693,-0.10564278811216354,2.468182873675407,4.5223329067230225,2.6486631232563176,0.005665241749582333,231,607,0.6999075374302424,0.7988132661489318,30.303030303030305,32.467532467532465,41.99134199134199,50.649350649350644,63.20346320346321,79.22077922077922,84.4155844155844,85.71428571428571
404,0,Single AE,361570,0.001,1.0,12,0.06536713567562401,1.4500372643485138,composite,X_ae,3.0,16.063796997070312,90.8,0.6018888634788446,0.8182887952245449,0.2756563245823389,0.4503836368950112,13.673805601317957,52.38095238095238,59.31372549019608,55.63218390804598,0.5670084953308105,-1.326194398682043,4.673805601317957,9.0,34.76112026359144,86.58008658008659,55.84415584415584,2.987408758709422,2.3536715507507324,0.35640907287597656,-0.4492034614086151,2.3718531224715402,4.373821496963501,2.9874086167124507,0.003312128744940828,231,607,0.5320831465239665,0.6705305004605319,12.987012987012985,25.541125541125542,37.22943722943723,41.55844155844156,51.082251082251084,55.84415584415584,61.904761904761905,67.09956709956711
404,0,Ours w/o Attention,374210,0.001,4.0,10,0.05452101259957999,1.763531902449269,composite,X_ae,3.0,16.063796997070312,92.1,0.7368501047917728,0.8937290057553648,0.2756563245823389,0.6367057459893009,16.14497528830313,80.08658008658008,65.37102473498233,71.98443579766536,0.5165607929229736,1.1449752883031294,7.1449752883031294,9.0,17.957166392092258,82.68398268398268,77.48917748917748,2.6015986992777616,2.1986093521118164,0.5119085311889648,-0.1943463385105133,2.351280874730109,4.30038583278656,2.6015986654857337,0.00855790231544544,231,607,0.6777899713987124,0.7880819325273292,32.03463203463203,33.76623376623377,38.095238095238095,50.21645021645021,65.36796536796537,77.48917748917748,82.25108225108225,84.4155844155844
